State_Adamawa,State_Borno,State_Yobe,Domain_central borno,Domain_central yobe,Domain_east borno,Domain_mmc and jere,Domain_northern adamawa,Domain_northern borno,Domain_northern yobe,Domain_southern adamawa,Domain_southern borno,Domain_southern yobe,Population Group_Internally Displaced Persons (IDPs),Population Group_Non-displaced,Population Group_Returnees,Respondent Sex_Female,Respondent Sex_Male,Head of Household Marital Status_Divorced,"Head of Household Marital Status_Married, more than 1 partner","Head of Household Marital Status_Married, only 1 partner",Head of Household Marital Status_Single,Head of Household Marital Status_Widowed,Head of Household - Y/N,Respondent Age,Head of Household Age,Language - English,Language - French,Number of Household Members,Total Household Members 0-6 months old,Total Household Members 6 months to 5 years old,Vulnerability - None,Total Household Members 5 years to 18 years old,Total household members over 18 years old,Languages in HH
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,30.0,45.0,True,False,6.0,0.0,0.0,False,4.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,60.0,60.0,False,False,12.0,0.0,0.0,False,2.0,10.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,True,65.0,65.0,False,False,6.0,0.0,0.0,True,2.0,4.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,30.0,30.0,False,False,4.0,1.0,0.0,False,1.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,62.0,62.0,False,False,10.0,0.0,0.0,True,2.0,8.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,45.0,45.0,False,False,7.0,0.0,0.0,True,3.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,27.0,47.0,False,False,5.0,0.0,0.0,True,2.0,1.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,40.0,40.0,False,False,4.0,0.0,0.0,False,1.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,True,50.0,50.0,False,False,2.0,0.0,0.0,True,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,36.0,36.0,False,False,7.0,0.0,0.0,False,4.0,2.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,43.0,43.0,False,False,5.0,0.0,0.0,True,2.0,3.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,True,45.0,45.0,False,False,4.0,0.0,0.0,True,3.0,1.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,36.0,45.0,False,False,6.0,0.0,0.0,False,2.0,4.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,35.0,35.0,False,False,6.0,0.0,0.0,True,2.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,50.0,50.0,False,False,4.0,0.0,0.0,True,0.0,4.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,False,35.0,60.0,False,False,13.0,0.0,0.0,True,6.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,True,60.0,60.0,False,False,7.0,0.0,0.0,False,4.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,30.0,48.0,False,False,5.0,0.0,0.0,False,2.0,3.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,73.0,73.0,False,False,6.0,0.0,0.0,True,1.0,5.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,30.0,30.0,False,False,2.0,0.0,0.0,False,1.0,1.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,False,38.0,49.0,False,False,8.0,0.0,0.0,False,2.0,4.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,True,23.0,23.0,False,False,2.0,0.0,0.0,False,0.0,1.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,True,40.0,40.0,False,False,3.0,0.0,0.0,False,2.0,1.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,30.0,30.0,False,False,2.0,0.0,0.0,False,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,82.0,82.0,False,False,5.0,0.0,0.0,True,0.0,5.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,False,30.0,50.0,True,False,7.0,0.0,0.0,False,3.0,4.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,42.0,42.0,False,False,7.0,0.0,0.0,True,3.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,58.0,58.0,False,False,9.0,0.0,0.0,True,6.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,37.0,37.0,True,False,6.0,0.0,0.0,True,2.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,True,30.0,30.0,False,False,5.0,0.0,0.0,True,3.0,1.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,87.0,87.0,False,False,4.0,0.0,0.0,True,1.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,False,25.0,75.0,False,False,2.0,0.0,0.0,True,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,45.0,45.0,False,False,10.0,0.0,0.0,False,3.0,6.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,20.0,34.0,False,False,3.0,0.0,0.0,False,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,25.0,33.0,False,False,3.0,0.0,0.0,True,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,52.0,52.0,False,False,5.0,0.0,0.0,True,3.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,35.0,35.0,False,False,8.0,0.0,0.0,False,4.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,35.0,35.0,False,False,8.0,0.0,0.0,True,4.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,46.0,46.0,False,False,4.0,0.0,0.0,True,0.0,4.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,32.0,42.0,False,False,4.0,0.0,0.0,False,1.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,35.0,35.0,False,False,6.0,0.0,0.0,True,3.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,50.0,50.0,False,False,12.0,0.0,0.0,True,8.0,3.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,35.0,35.0,True,False,4.0,0.0,0.0,True,1.0,2.0,3.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,36.0,36.0,False,False,2.0,0.0,0.0,False,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,48.0,48.0,False,False,4.0,0.0,0.0,True,2.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,34.0,34.0,True,False,4.0,0.0,0.0,False,1.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,33.0,42.0,False,False,4.0,0.0,0.0,True,3.0,1.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,45.0,45.0,True,False,6.0,0.0,0.0,True,2.0,4.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,False,40.0,54.0,False,False,5.0,0.0,0.0,False,3.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,40.0,40.0,False,False,4.0,0.0,0.0,False,2.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,22.0,30.0,True,False,3.0,0.0,0.0,False,1.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,28.0,40.0,True,False,4.0,0.0,0.0,False,2.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,36.0,36.0,False,False,5.0,0.0,0.0,True,2.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,54.0,54.0,False,False,10.0,0.0,0.0,True,3.0,7.0,3.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,47.0,47.0,False,False,5.0,0.0,0.0,True,2.0,3.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,20.0,35.0,True,False,3.0,0.0,0.0,False,1.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,35.0,35.0,True,False,2.0,0.0,0.0,True,0.0,2.0,3.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,70.0,70.0,True,False,9.0,0.0,0.0,True,1.0,8.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,28.0,35.0,True,False,5.0,0.0,0.0,False,3.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,42.0,42.0,False,False,5.0,0.0,0.0,True,2.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,30.0,45.0,True,False,4.0,0.0,0.0,False,2.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,50.0,50.0,True,False,9.0,0.0,0.0,False,4.0,4.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,55.0,55.0,True,False,13.0,0.0,0.0,True,5.0,8.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,61.0,70.0,False,False,5.0,0.0,0.0,False,2.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,38.0,38.0,False,False,5.0,1.0,0.0,False,2.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,45.0,45.0,False,False,8.0,0.0,0.0,True,4.0,4.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,40.0,60.0,False,False,6.0,0.0,0.0,True,3.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,True,55.0,55.0,False,False,7.0,0.0,0.0,True,4.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,40.0,40.0,False,False,5.0,0.0,0.0,True,3.0,2.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,25.0,38.0,True,False,4.0,0.0,0.0,False,2.0,2.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,38.0,38.0,False,False,3.0,0.0,0.0,True,1.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,38.0,38.0,False,False,7.0,0.0,0.0,False,3.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,56.0,56.0,False,False,3.0,0.0,0.0,True,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,36.0,36.0,False,False,6.0,0.0,0.0,False,3.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,True,60.0,60.0,False,False,12.0,0.0,0.0,True,4.0,8.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,False,34.0,47.0,False,False,6.0,0.0,0.0,False,4.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,True,38.0,38.0,False,False,4.0,0.0,0.0,False,2.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,True,45.0,45.0,False,False,5.0,0.0,0.0,True,1.0,4.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,27.0,38.0,False,False,5.0,0.0,0.0,True,2.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,25.0,30.0,False,False,5.0,0.0,0.0,True,3.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,23.0,50.0,False,False,6.0,0.0,0.0,True,1.0,5.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,True,30.0,30.0,False,False,4.0,0.0,0.0,False,3.0,1.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,30.0,42.0,False,False,4.0,0.0,0.0,True,1.0,3.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,35.0,45.0,False,False,4.0,0.0,0.0,True,0.0,4.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,True,45.0,45.0,False,False,4.0,0.0,0.0,True,1.0,3.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,True,40.0,40.0,False,False,2.0,0.0,0.0,True,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,35.0,45.0,False,False,5.0,0.0,0.0,True,0.0,5.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,False,26.0,50.0,False,False,8.0,0.0,0.0,True,3.0,5.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,True,52.0,52.0,False,False,10.0,0.0,0.0,True,4.0,6.0,2.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,True,40.0,40.0,False,False,3.0,0.0,0.0,True,1.0,2.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,True,25.0,25.0,False,False,2.0,0.0,0.0,False,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,22.0,28.0,False,False,3.0,0.0,0.0,True,0.0,2.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,25.0,30.0,False,False,2.0,0.0,0.0,False,0.0,2.0,0.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,True,55.0,55.0,False,False,8.0,0.0,0.0,True,4.0,4.0,1.0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,True,25.0,25.0,False,False,4.0,0.0,0.0,True,1.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,24.0,35.0,True,False,2.0,1.0,0.0,False,0.0,1.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,40.0,40.0,False,False,6.0,0.0,0.0,False,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,60.0,60.0,False,False,7.0,0.0,0.0,False,3.0,3.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,55.0,55.0,False,False,1.0,0.0,0.0,True,0.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,70.0,70.0,False,False,2.0,0.0,0.0,True,0.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,52.0,52.0,False,False,2.0,0.0,0.0,True,0.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,58.0,58.0,False,False,7.0,0.0,0.0,True,5.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,50.0,50.0,False,False,5.0,0.0,0.0,True,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,60.0,60.0,False,False,2.0,0.0,0.0,True,0.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,75.0,75.0,False,False,2.0,0.0,0.0,True,0.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,30.0,30.0,False,False,4.0,0.0,0.0,True,3.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,50.0,50.0,False,False,7.0,0.0,0.0,True,4.0,3.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,35.0,35.0,False,False,5.0,0.0,0.0,True,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,45.0,45.0,False,False,3.0,0.0,0.0,False,1.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,45.0,45.0,False,False,10.0,0.0,0.0,False,5.0,4.0,3.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,True,38.0,38.0,False,False,3.0,0.0,0.0,True,2.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,52.0,52.0,False,False,1.0,0.0,0.0,True,0.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,40.0,40.0,False,False,3.0,0.0,0.0,True,0.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,60.0,60.0,False,False,4.0,0.0,0.0,True,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,27.0,27.0,False,False,3.0,1.0,0.0,True,0.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,20.0,20.0,False,False,1.0,0.0,0.0,True,0.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,True,50.0,50.0,False,False,3.0,0.0,0.0,True,2.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,True,50.0,50.0,True,False,7.0,0.0,0.0,False,4.0,3.0,3.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,32.0,32.0,False,False,2.0,0.0,0.0,True,0.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,45.0,45.0,False,False,14.0,1.0,0.0,False,7.0,5.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,35.0,35.0,False,False,3.0,0.0,0.0,True,1.0,2.0,3.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,20.0,20.0,False,False,3.0,0.0,0.0,True,1.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,42.0,42.0,False,False,4.0,0.0,0.0,True,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,True,28.0,28.0,False,False,2.0,0.0,0.0,False,0.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,30.0,30.0,False,False,4.0,2.0,0.0,True,0.0,1.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,True,35.0,35.0,False,False,3.0,0.0,0.0,True,2.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,30.0,45.0,False,False,5.0,1.0,0.0,False,1.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,45.0,45.0,False,False,4.0,0.0,0.0,True,2.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,35.0,35.0,False,False,3.0,0.0,0.0,True,2.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,40.0,40.0,False,False,4.0,0.0,0.0,True,3.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,65.0,65.0,False,False,10.0,0.0,0.0,True,4.0,6.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,18.0,20.0,False,False,2.0,0.0,0.0,True,1.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,30.0,30.0,True,False,3.0,0.0,0.0,True,1.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,25.0,25.0,False,False,3.0,0.0,0.0,True,1.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,40.0,40.0,False,False,7.0,0.0,0.0,False,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,30.0,30.0,False,False,5.0,0.0,0.0,True,3.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,30.0,40.0,False,False,5.0,0.0,0.0,True,3.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,52.0,52.0,False,False,6.0,0.0,0.0,True,0.0,6.0,3.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,35.0,35.0,False,False,4.0,0.0,0.0,False,1.0,2.0,4.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,21.0,21.0,False,False,2.0,0.0,0.0,True,0.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,20.0,20.0,False,False,2.0,0.0,0.0,True,0.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,44.0,44.0,False,False,5.0,0.0,0.0,True,2.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,60.0,40.0,True,False,5.0,0.0,0.0,True,3.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,35.0,35.0,False,False,6.0,0.0,0.0,True,3.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,57.0,57.0,False,False,4.0,0.0,0.0,True,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,57.0,57.0,False,False,5.0,0.0,0.0,True,2.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,50.0,50.0,False,False,3.0,0.0,0.0,False,1.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,20.0,20.0,False,False,4.0,0.0,0.0,False,2.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,25.0,25.0,False,False,2.0,0.0,0.0,True,0.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,True,45.0,45.0,False,False,3.0,0.0,0.0,True,0.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,False,20.0,35.0,False,False,3.0,1.0,0.0,False,0.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,70.0,70.0,False,False,6.0,0.0,0.0,True,4.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,43.0,43.0,True,False,6.0,0.0,0.0,False,2.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,30.0,40.0,False,False,5.0,0.0,0.0,True,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,18.0,18.0,False,False,7.0,0.0,0.0,False,4.0,2.0,2.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,True,25.0,25.0,False,False,3.0,0.0,0.0,True,1.0,1.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,51.0,51.0,False,False,4.0,0.0,0.0,True,2.0,2.0,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,True,25.0,25.0,False,False,5.0,0.0,0.0,True,4.0,1.0,1.0
